id,person_name,gender,age,migration_date,from_city,to_city,reason,distance_km
mig_4641666,Person_292120,Жінка,19,2025-02-04,Полтава,Харків,Робота,129.02
mig_3436704,Person_334159,Чоловік,35,2025-03-07,Суми,Харків,Відновлення після війни,143.83
mig_7637493,Person_908781,Чоловік,23,2025-03-07,Запоріжжя,Львів,Покращення житлових умов,844.46
mig_7325803,Person_657988,Жінка,18,2025-04-04,Київ,Запоріжжя,Навчання,444.56
mig_1168711,Person_916866,Жінка,48,2025-02-17,Запоріжжя,Одеса,Бізнес,367.19
mig_5574545,Person_313851,Чоловік,40,2025-02-16,Вінниця,Полтава,Робота,443.09
mig_8545871,Person_216749,Чоловік,35,2025-03-02,Запоріжжя,Дніпро,Навчання,69.94
mig_2642778,Person_989892,Чоловік,35,2025-03-26,Київ,Одеса,Робота,441.44
mig_8924152,Person_713500,Жінка,49,2025-03-10,Донецьк,Одеса,Навчання,562.15
mig_4076249,Person_464958,Жінка,18,2025-03-02,Одеса,Полтава,Робота,447.93
mig_6898052,Person_357940,Жінка,39,2025-03-07,Полтава,Київ,Робота,304.13
mig_8722905,Person_316268,Жінка,36,2025-03-15,Запоріжжя,Одеса,Покращення житлових умов,367.19
mig_5259391,Person_696677,Жінка,46,2025-02-19,Київ,Одеса,Навчання,441.44
mig_7188789,Person_723628,Чоловік,40,2025-02-02,Львів,Запоріжжя,Бізнес,844.46
mig_4566228,Person_852858,Чоловік,41,2025-04-06,Полтава,Дніпро,Робота,130.09
mig_6360590,Person_505773,Чоловік,60,2025-03-19,Донецьк,Запоріжжя,Покращення житлових умов,199.98
mig_2216300,Person_136282,Жінка,51,2025-01-24,Харків,Запоріжжя,Бізнес,252.6
mig_5330591,Person_190886,Жінка,34,2025-03-21,Одеса,Львів,Робота,621.95
mig_8282874,Person_694462,Чоловік,52,2025-03-26,Вінниця,Донецьк,Бізнес,700.85
mig_8951378,Person_877572,Жінка,33,2025-03-02,Львів,Київ,Сімейні обставини,468.95
mig_5984648,Person_397568,Жінка,60,2025-01-17,Київ,Вінниця,Навчання,200.43
mig_4936648,Person_570923,Чоловік,18,2025-01-19,Київ,Запоріжжя,Навчання,444.56
mig_4951508,Person_521311,Жінка,61,2025-02-04,Одеса,Полтава,Сімейні обставини,447.93
mig_9908323,Person_114417,Чоловік,51,2025-01-30,Харків,Донецьк,Особисті причини,248.19
mig_4112149,Person_790434,Жінка,40,2025-03-12,Полтава,Львів,Навчання,758.72
mig_5292729,Person_717760,Жінка,41,2025-01-19,Київ,Харків,Бізнес,410.33
mig_1288671,Person_728883,Чоловік,46,2025-02-23,Полтава,Київ,Сімейні обставини,304.13
mig_3291036,Person_200452,Чоловік,38,2025-02-16,Львів,Вінниця,Покращення житлових умов,328.23
mig_5979302,Person_143668,Чоловік,46,2025-03-26,Запоріжжя,Харків,Відновлення після війни,252.6
mig_4054476,Person_23256,Чоловік,18,2025-03-19,Вінниця,Дніпро,Робота,490.12
mig_9304228,Person_463386,Жінка,41,2025-01-20,Донецьк,Вінниця,Покращення житлових умов,700.85
mig_1717660,Person_28699,Чоловік,32,2025-03-13,Донецьк,Запоріжжя,Навчання,199.98
mig_5918127,Person_629238,Жінка,36,2025-02-20,Полтава,Київ,Бізнес,304.13
mig_1282661,Person_552701,Чоловік,23,2025-03-22,Одеса,Львів,Робота,621.95
mig_1385060,Person_810630,Чоловік,21,2025-02-14,Дніпро,Львів,Навчання,817.27
mig_9803661,Person_677760,Чоловік,18,2025-02-10,Львів,Полтава,Робота,758.72
mig_9360295,Person_870316,Чоловік,25,2025-02-25,Харків,Суми,Робота,143.83
mig_3119172,Person_632485,Жінка,35,2025-03-14,Вінниця,Дніпро,Бізнес,490.12
mig_5736723,Person_965949,Жінка,31,2025-01-23,Одеса,Харків,Робота,565.19
mig_4277593,Person_22260,Жінка,35,2025-02-15,Одеса,Полтава,Відновлення після війни,447.93
mig_1246416,Person_470392,Жінка,39,2025-02-09,Львів,Дніпро,Відновлення після війни,817.27
mig_4467091,Person_916539,Чоловік,46,2025-04-11,Вінниця,Дніпро,Сімейні обставини,490.12
mig_2567176,Person_645289,Жінка,31,2025-03-17,Львів,Полтава,Сімейні обставини,758.72
mig_3955040,Person_540043,Жінка,33,2025-02-05,Харків,Дніпро,Навчання,190.64
mig_2435605,Person_957784,Чоловік,28,2025-03-15,Одеса,Київ,Навчання,441.44
mig_1379753,Person_702929,Жінка,28,2025-02-06,Донецьк,Вінниця,Робота,700.85
mig_6482094,Person_98163,Чоловік,33,2025-01-20,Суми,Одеса,Робота,576.11
mig_6799805,Person_61280,Жінка,70,2025-02-01,Львів,Запоріжжя,Бізнес,844.46
mig_9570250,Person_765760,Жінка,22,2025-02-05,Київ,Вінниця,Особисті причини,200.43
mig_1391997,Person_222090,Чоловік,18,2025-03-28,Одеса,Вінниця,Навчання,349.26
mig_7135027,Person_327493,Чоловік,37,2025-01-13,Дніпро,Одеса,Навчання,393.29
mig_4492122,Person_992574,Жінка,28,2025-03-19,Полтава,Харків,Сімейні обставини,129.02
mig_9273034,Person_144149,Жінка,26,2025-01-13,Полтава,Одеса,Сімейні обставини,447.93
mig_2536018,Person_512588,Жінка,42,2025-02-23,Запоріжжя,Львів,Бізнес,844.46
mig_6098677,Person_969370,Чоловік,18,2025-02-11,Полтава,Запоріжжя,Покращення житлових умов,199.31
mig_4734449,Person_532390,Чоловік,57,2025-01-19,Львів,Суми,Покращення житлових умов,774.48
mig_8647052,Person_364258,Чоловік,37,2025-01-11,Суми,Львів,Робота,774.48
mig_7214787,Person_194327,Жінка,34,2025-01-29,Дніпро,Запоріжжя,Робота,69.94
mig_6793679,Person_205730,Жінка,18,2025-02-25,Дніпро,Одеса,Робота,393.29
mig_8578748,Person_85517,Жінка,38,2025-02-09,Київ,Донецьк,Відновлення після війни,594.92
mig_8753543,Person_489498,Жінка,32,2025-01-28,Запоріжжя,Донецьк,Робота,199.98
mig_5789740,Person_564334,Чоловік,43,2025-02-07,Запоріжжя,Суми,Робота,342.21
mig_7198828,Person_644419,Чоловік,56,2025-03-09,Дніпро,Вінниця,Особисті причини,490.12
mig_2550604,Person_177260,Жінка,25,2025-03-13,Одеса,Полтава,Відновлення після війни,447.93
mig_2464983,Person_29486,Чоловік,37,2025-04-05,Дніпро,Запоріжжя,Покращення житлових умов,69.94
mig_5038959,Person_562159,Жінка,32,2025-02-09,Суми,Донецьк,Сімейні обставини,388.37
mig_5999084,Person_952554,Чоловік,44,2025-04-02,Львів,Одеса,Покращення житлових умов,621.95
mig_4983291,Person_992819,Жінка,41,2025-03-25,Донецьк,Харків,Робота,248.19
mig_9503648,Person_505690,Чоловік,38,2025-02-13,Харків,Запоріжжя,Сімейні обставини,252.6
mig_8368316,Person_504280,Чоловік,49,2025-04-02,Суми,Дніпро,Робота,272.31
mig_9344176,Person_137069,Жінка,26,2025-01-16,Одеса,Дніпро,Бізнес,393.29
mig_6789331,Person_181705,Жінка,34,2025-03-30,Харків,Полтава,Робота,129.02
mig_1716507,Person_472080,Чоловік,23,2025-04-11,Вінниця,Полтава,Бізнес,443.09
mig_1741267,Person_11046,Чоловік,19,2025-01-19,Львів,Київ,Навчання,468.95
mig_6130207,Person_169960,Чоловік,18,2025-02-02,Київ,Запоріжжя,Робота,444.56
mig_8034333,Person_619452,Жінка,35,2025-04-07,Вінниця,Харків,Навчання,567.04
mig_6895856,Person_216509,Чоловік,40,2025-02-17,Дніпро,Полтава,Покращення житлових умов,130.09
mig_2656082,Person_477243,Жінка,18,2025-01-19,Вінниця,Одеса,Бізнес,349.26
mig_5307348,Person_494256,Чоловік,45,2025-01-12,Київ,Дніпро,Покращення житлових умов,395.21
mig_4258987,Person_822294,Жінка,34,2025-02-20,Полтава,Одеса,Навчання,447.93
mig_2177880,Person_166375,Жінка,36,2025-02-10,Донецьк,Львів,Навчання,1027.87
mig_2945582,Person_520909,Чоловік,20,2025-03-27,Донецьк,Київ,Бізнес,594.92
mig_9056355,Person_135795,Чоловік,30,2025-03-04,Запоріжжя,Суми,Сімейні обставини,342.21
mig_8547383,Person_205878,Жінка,36,2025-03-28,Харків,Львів,Особисті причини,875.45
mig_7839160,Person_866142,Жінка,46,2025-03-24,Дніпро,Львів,Відновлення після війни,817.27
mig_8239304,Person_360876,Жінка,47,2025-02-11,Одеса,Київ,Робота,441.44
mig_6826660,Person_227557,Чоловік,30,2025-03-04,Донецьк,Суми,Робота,388.37
mig_1930542,Person_828191,Чоловік,40,2025-03-22,Вінниця,Львів,Покращення житлових умов,328.23
mig_3784428,Person_534326,Чоловік,32,2025-03-27,Донецьк,Полтава,Сімейні обставини,295.97
mig_2009589,Person_978938,Чоловік,32,2025-04-07,Харків,Львів,Покращення житлових умов,875.45
mig_9914933,Person_728527,Чоловік,37,2025-03-07,Львів,Дніпро,Робота,817.27
mig_4443505,Person_443303,Чоловік,18,2025-02-05,Одеса,Запоріжжя,Сімейні обставини,367.19
mig_2898374,Person_359149,Жінка,23,2025-02-18,Одеса,Львів,Робота,621.95
mig_3395483,Person_967930,Жінка,20,2025-02-09,Полтава,Донецьк,Екологічні причини,295.97
mig_8114226,Person_582207,Жінка,32,2025-01-18,Полтава,Запоріжжя,Бізнес,199.31
mig_3303424,Person_357589,Чоловік,62,2025-02-07,Суми,Вінниця,Робота,489.75
mig_9154370,Person_304048,Чоловік,18,2025-04-07,Полтава,Запоріжжя,Навчання,199.31
mig_3720345,Person_680759,Жінка,18,2025-03-10,Суми,Вінниця,Навчання,489.75
mig_7799627,Person_138055,Чоловік,37,2025-01-31,Дніпро,Київ,Навчання,395.21
mig_4253770,Person_677102,Чоловік,45,2025-03-11,Вінниця,Київ,Покращення житлових умов,200.43
mig_5513633,Person_998545,Жінка,18,2025-02-11,Запоріжжя,Полтава,Покращення житлових умов,199.31
mig_7759196,Person_265258,Чоловік,36,2025-04-07,Одеса,Запоріжжя,Сімейні обставини,367.19
mig_8104101,Person_528208,Жінка,31,2025-02-04,Харків,Львів,Робота,875.45
mig_2588387,Person_82105,Чоловік,38,2025-03-20,Київ,Запоріжжя,Покращення житлових умов,444.56
mig_9417352,Person_91888,Жінка,18,2025-02-08,Полтава,Львів,Бізнес,758.72
mig_7594507,Person_346781,Жінка,47,2025-03-04,Запоріжжя,Київ,Робота,444.56
mig_1738199,Person_378604,Чоловік,18,2025-01-24,Донецьк,Київ,Навчання,594.92
mig_9276122,Person_232089,Чоловік,43,2025-03-03,Дніпро,Київ,Робота,395.21
mig_4408150,Person_224909,Жінка,34,2025-02-20,Суми,Київ,Робота,306.35
mig_8489026,Person_928538,Жінка,26,2025-03-15,Київ,Харків,Робота,410.33
mig_4307622,Person_929208,Жінка,20,2025-03-31,Львів,Вінниця,Покращення житлових умов,328.23
mig_1394554,Person_301143,Чоловік,18,2025-01-26,Запоріжжя,Вінниця,Робота,516.29
mig_6809855,Person_426088,Жінка,51,2025-03-19,Львів,Полтава,Покращення житлових умов,758.72
mig_8380991,Person_575885,Чоловік,35,2025-04-05,Львів,Київ,Робота,468.95
mig_7038673,Person_647175,Жінка,61,2025-03-24,Одеса,Львів,Бізнес,621.95
mig_5162307,Person_211466,Жінка,18,2025-02-03,Донецьк,Запоріжжя,Бізнес,199.98
mig_9097285,Person_272998,Жінка,34,2025-01-29,Київ,Суми,Навчання,306.35
mig_2612694,Person_32352,Чоловік,26,2025-01-24,Харків,Запоріжжя,Робота,252.6
mig_8490201,Person_358093,Чоловік,31,2025-02-13,Київ,Одеса,Робота,441.44
mig_8095098,Person_812759,Чоловік,39,2025-03-25,Полтава,Одеса,Робота,447.93
mig_6003768,Person_185254,Чоловік,31,2025-01-19,Харків,Вінниця,Бізнес,567.04
mig_6107594,Person_818277,Чоловік,29,2025-01-16,Одеса,Суми,Бізнес,576.11
mig_7256589,Person_666883,Жінка,25,2025-03-26,Вінниця,Київ,Відновлення після війни,200.43
mig_6163739,Person_283335,Жінка,24,2025-03-12,Полтава,Вінниця,Бізнес,443.09
mig_9679448,Person_553328,Чоловік,41,2025-03-12,Львів,Донецьк,Робота,1027.87
mig_8141497,Person_769902,Жінка,29,2025-02-18,Донецьк,Одеса,Бізнес,562.15
mig_7008079,Person_859195,Жінка,44,2025-04-09,Дніпро,Київ,Робота,395.21
mig_4538179,Person_234752,Чоловік,18,2025-01-11,Запоріжжя,Донецьк,Сімейні обставини,199.98
mig_5286948,Person_917422,Жінка,18,2025-04-03,Київ,Вінниця,Покращення житлових умов,200.43
mig_6019590,Person_556048,Чоловік,26,2025-02-25,Харків,Вінниця,Покращення житлових умов,567.04
mig_5628536,Person_38247,Жінка,44,2025-01-17,Донецьк,Дніпро,Навчання,210.74
mig_8349189,Person_187436,Чоловік,30,2025-03-22,Одеса,Львів,Бізнес,621.95
mig_1518257,Person_483986,Жінка,18,2025-03-07,Полтава,Одеса,Відновлення після війни,447.93
mig_3692932,Person_428476,Чоловік,66,2025-03-01,Київ,Вінниця,Навчання,200.43
mig_3328125,Person_378094,Чоловік,41,2025-01-19,Львів,Суми,Екологічні причини,774.48
mig_7597195,Person_320974,Жінка,31,2025-01-26,Суми,Харків,Навчання,143.83
mig_7125338,Person_710995,Жінка,46,2025-02-06,Донецьк,Київ,Сімейні обставини,594.92
mig_5321546,Person_341621,Жінка,70,2025-04-07,Вінниця,Харків,Робота,567.04
mig_4725670,Person_147705,Жінка,25,2025-02-13,Запоріжжя,Одеса,Сімейні обставини,367.19
mig_3583460,Person_309673,Жінка,20,2025-04-01,Суми,Львів,Бізнес,774.48
mig_3720295,Person_918474,Жінка,34,2025-01-30,Львів,Харків,Навчання,875.45
mig_7806002,Person_82747,Жінка,33,2025-03-28,Донецьк,Полтава,Робота,295.97
mig_4826530,Person_25108,Чоловік,34,2025-04-09,Суми,Харків,Робота,143.83
mig_3323756,Person_8069,Жінка,27,2025-03-29,Донецьк,Запоріжжя,Покращення житлових умов,199.98
mig_7324549,Person_591424,Жінка,24,2025-03-15,Одеса,Київ,Робота,441.44
mig_1526007,Person_702783,Жінка,48,2025-01-15,Київ,Донецьк,Робота,594.92
mig_4411047,Person_75747,Жінка,47,2025-03-31,Київ,Полтава,Бізнес,304.13
mig_2867762,Person_599106,Жінка,43,2025-03-23,Вінниця,Дніпро,Робота,490.12
mig_9276783,Person_425461,Жінка,60,2025-02-04,Харків,Львів,Сімейні обставини,875.45
mig_8504004,Person_599857,Жінка,37,2025-02-10,Дніпро,Одеса,Сімейні обставини,393.29
mig_2473236,Person_818497,Жінка,48,2025-03-22,Одеса,Київ,Покращення житлових умов,441.44
mig_5742128,Person_935678,Чоловік,37,2025-02-02,Запоріжжя,Київ,Навчання,444.56
mig_5118432,Person_173980,Жінка,70,2025-01-13,Полтава,Дніпро,Робота,130.09
mig_2109215,Person_221839,Жінка,59,2025-03-24,Полтава,Львів,Робота,758.72
mig_9237909,Person_240881,Жінка,20,2025-02-12,Одеса,Львів,Сімейні обставини,621.95
mig_9222956,Person_376980,Чоловік,43,2025-02-07,Запоріжжя,Полтава,Робота,199.31
mig_8941615,Person_274794,Жінка,19,2025-02-12,Дніпро,Полтава,Навчання,130.09
mig_4350084,Person_691490,Чоловік,45,2025-02-23,Київ,Харків,Робота,410.33
mig_6612654,Person_583507,Жінка,18,2025-02-08,Дніпро,Львів,Сімейні обставини,817.27
mig_3957726,Person_22037,Жінка,31,2025-04-11,Запоріжжя,Одеса,Робота,367.19
mig_8885361,Person_203163,Чоловік,19,2025-03-05,Суми,Харків,Навчання,143.83
mig_7458394,Person_936060,Жінка,31,2025-01-31,Дніпро,Львів,Покращення житлових умов,817.27
mig_4104761,Person_588708,Чоловік,50,2025-02-24,Одеса,Суми,Сімейні обставини,576.11
mig_1257462,Person_357472,Жінка,26,2025-03-19,Запоріжжя,Одеса,Відновлення після війни,367.19
mig_9849785,Person_484691,Чоловік,31,2025-04-04,Полтава,Львів,Бізнес,758.72
mig_5625361,Person_572939,Чоловік,23,2025-02-22,Запоріжжя,Львів,Робота,844.46
mig_9251087,Person_980297,Чоловік,30,2025-01-27,Харків,Суми,Сімейні обставини,143.83
mig_1022878,Person_967746,Жінка,66,2025-03-07,Суми,Вінниця,Покращення житлових умов,489.75
mig_9556605,Person_606857,Жінка,33,2025-03-20,Запоріжжя,Одеса,Відновлення після війни,367.19
mig_1345120,Person_883185,Чоловік,31,2025-01-25,Запоріжжя,Суми,Сімейні обставини,342.21
mig_8523586,Person_533445,Чоловік,49,2025-03-09,Полтава,Дніпро,Робота,130.09
mig_6520997,Person_336199,Жінка,27,2025-01-26,Запоріжжя,Київ,Відновлення після війни,444.56
mig_2094760,Person_918113,Чоловік,37,2025-03-18,Запоріжжя,Донецьк,Особисті причини,199.98
mig_5204474,Person_151554,Жінка,37,2025-03-13,Полтава,Донецьк,Сімейні обставини,295.97
mig_2031222,Person_99346,Чоловік,70,2025-03-11,Дніпро,Полтава,Сімейні обставини,130.09
mig_3798536,Person_557771,Чоловік,18,2025-02-14,Донецьк,Одеса,Сімейні обставини,562.15
mig_2714155,Person_504926,Жінка,32,2025-03-18,Одеса,Полтава,Навчання,447.93
mig_4242897,Person_990962,Жінка,52,2025-04-09,Київ,Львів,Покращення житлових умов,468.95
mig_7480812,Person_406975,Жінка,29,2025-02-16,Київ,Одеса,Бізнес,441.44
mig_9418615,Person_801953,Жінка,58,2025-03-20,Харків,Дніпро,Сімейні обставини,190.64
mig_9673866,Person_834996,Жінка,23,2025-02-16,Запоріжжя,Суми,Покращення житлових умов,342.21
mig_7257339,Person_798940,Жінка,64,2025-02-05,Донецьк,Суми,Бізнес,388.37
mig_3754256,Person_880817,Жінка,32,2025-04-07,Львів,Суми,Навчання,774.48
mig_8368424,Person_654466,Жінка,24,2025-01-14,Вінниця,Харків,Екологічні причини,567.04
mig_9049979,Person_528389,Жінка,18,2025-02-25,Запоріжжя,Одеса,Сімейні обставини,367.19
mig_4595376,Person_343873,Чоловік,70,2025-01-25,Запоріжжя,Донецьк,Бізнес,199.98
mig_6428774,Person_398032,Жінка,55,2025-02-03,Київ,Одеса,Покращення житлових умов,441.44
mig_2500411,Person_149831,Жінка,58,2025-03-07,Дніпро,Київ,Навчання,395.21
mig_6630831,Person_115860,Чоловік,49,2025-02-07,Донецьк,Вінниця,Сімейні обставини,700.85
mig_3489540,Person_229003,Чоловік,45,2025-02-20,Запоріжжя,Донецьк,Бізнес,199.98
mig_8223787,Person_775931,Чоловік,41,2025-03-11,Запоріжжя,Донецьк,Робота,199.98
mig_1228878,Person_989473,Чоловік,46,2025-04-03,Суми,Одеса,Навчання,576.11
mig_5937872,Person_82860,Жінка,18,2025-03-06,Харків,Вінниця,Робота,567.04
mig_6615836,Person_886221,Жінка,35,2025-02-08,Вінниця,Харків,Особисті причини,567.04
mig_6698726,Person_998296,Чоловік,49,2025-03-03,Одеса,Донецьк,Відновлення після війни,562.15
mig_1942707,Person_115996,Чоловік,50,2025-02-03,Київ,Полтава,Покращення житлових умов,304.13
mig_1330366,Person_934641,Чоловік,45,2025-01-13,Вінниця,Одеса,Сімейні обставини,349.26
mig_5312413,Person_941350,Чоловік,49,2025-04-08,Донецьк,Львів,Сімейні обставини,1027.87
mig_3527081,Person_651429,Чоловік,29,2025-01-30,Полтава,Київ,Покращення житлових умов,304.13
mig_3948418,Person_26888,Чоловік,47,2025-02-11,Київ,Полтава,Навчання,304.13
mig_2104782,Person_947790,Жінка,24,2025-02-16,Львів,Запоріжжя,Покращення житлових умов,844.46
mig_1397036,Person_819747,Чоловік,35,2025-02-20,Донецьк,Одеса,Покращення житлових умов,562.15
mig_4965387,Person_569122,Чоловік,23,2025-02-02,Львів,Донецьк,Бізнес,1027.87
mig_7902146,Person_550445,Жінка,33,2025-02-23,Одеса,Вінниця,Робота,349.26
mig_2064409,Person_361848,Чоловік,30,2025-01-31,Суми,Одеса,Сімейні обставини,576.11
mig_6368758,Person_754311,Чоловік,36,2025-02-20,Полтава,Харків,Навчання,129.02
mig_9539958,Person_126835,Жінка,30,2025-02-22,Донецьк,Полтава,Навчання,295.97
mig_8333256,Person_372756,Жінка,18,2025-03-09,Полтава,Харків,Навчання,129.02
mig_4884489,Person_54555,Чоловік,41,2025-03-11,Суми,Київ,Бізнес,306.35
mig_1660020,Person_237080,Жінка,40,2025-04-04,Одеса,Вінниця,Сімейні обставини,349.26
mig_9294432,Person_135886,Чоловік,42,2025-04-05,Київ,Полтава,Навчання,304.13
mig_4666482,Person_315123,Жінка,18,2025-04-11,Вінниця,Київ,Навчання,200.43
mig_5349574,Person_139999,Жінка,28,2025-03-02,Запоріжжя,Київ,Бізнес,444.56
mig_8143593,Person_44533,Жінка,18,2025-04-03,Дніпро,Донецьк,Відновлення після війни,210.74
mig_2296955,Person_377171,Жінка,60,2025-03-05,Полтава,Донецьк,Покращення житлових умов,295.97
mig_5073280,Person_314326,Чоловік,28,2025-02-25,Суми,Полтава,Сімейні обставини,147.81
mig_8005051,Person_418807,Чоловік,18,2025-03-25,Харків,Полтава,Сімейні обставини,129.02
mig_8318176,Person_888303,Чоловік,32,2025-04-03,Суми,Донецьк,Робота,388.37
mig_7476864,Person_186390,Чоловік,46,2025-01-14,Суми,Київ,Покращення житлових умов,306.35
mig_8878187,Person_947900,Чоловік,18,2025-03-10,Харків,Київ,Покращення житлових умов,410.33
mig_1920260,Person_637274,Чоловік,51,2025-03-22,Суми,Одеса,Робота,576.11
mig_1696324,Person_258678,Чоловік,46,2025-01-30,Київ,Суми,Сімейні обставини,306.35
mig_4493559,Person_660213,Чоловік,31,2025-01-26,Запоріжжя,Дніпро,Відновлення після війни,69.94
mig_3623985,Person_827134,Жінка,30,2025-03-28,Київ,Донецьк,Покращення житлових умов,594.92
mig_8205599,Person_889090,Чоловік,39,2025-01-28,Вінниця,Суми,Навчання,489.75
mig_6299485,Person_332027,Чоловік,18,2025-03-05,Полтава,Харків,Робота,129.02
mig_4114388,Person_801804,Жінка,18,2025-01-16,Львів,Вінниця,Покращення житлових умов,328.23
mig_5929808,Person_89941,Жінка,35,2025-03-12,Львів,Полтава,Навчання,758.72
mig_3522555,Person_381122,Чоловік,29,2025-03-26,Львів,Харків,Робота,875.45
mig_9479527,Person_161587,Жінка,63,2025-02-20,Одеса,Харків,Робота,565.19
mig_9445634,Person_116063,Жінка,45,2025-03-13,Полтава,Одеса,Бізнес,447.93
mig_7523409,Person_950507,Жінка,49,2025-04-07,Полтава,Львів,Робота,758.72
mig_5318111,Person_632773,Чоловік,28,2025-03-24,Львів,Донецьк,Сімейні обставини,1027.87
mig_5371183,Person_785692,Чоловік,28,2025-03-22,Донецьк,Дніпро,Робота,210.74
mig_7141287,Person_784100,Чоловік,32,2025-03-05,Дніпро,Полтава,Навчання,130.09
mig_2674239,Person_335713,Жінка,18,2025-03-15,Харків,Одеса,Сімейні обставини,565.19
mig_5947805,Person_470130,Чоловік,18,2025-03-07,Запоріжжя,Полтава,Робота,199.31
mig_5233483,Person_557696,Жінка,45,2025-03-11,Київ,Донецьк,Сімейні обставини,594.92
mig_6054983,Person_475244,Жінка,58,2025-04-04,Запоріжжя,Львів,Робота,844.46
mig_3036641,Person_113408,Жінка,48,2025-01-15,Київ,Полтава,Робота,304.13
mig_5322411,Person_151339,Чоловік,65,2025-04-11,Львів,Вінниця,Робота,328.23
mig_4485179,Person_62693,Чоловік,26,2025-01-27,Харків,Одеса,Бізнес,565.19
mig_2679536,Person_305133,Жінка,62,2025-03-30,Полтава,Одеса,Бізнес,447.93
mig_8985975,Person_377804,Жінка,49,2025-02-05,Дніпро,Київ,Робота,395.21
mig_3367010,Person_165283,Жінка,51,2025-03-15,Полтава,Суми,Покращення житлових умов,147.81
mig_1386260,Person_747062,Жінка,32,2025-02-05,Львів,Запоріжжя,Сімейні обставини,844.46
mig_9437452,Person_426435,Жінка,51,2025-03-20,Харків,Одеса,Навчання,565.19
mig_3479500,Person_217433,Чоловік,37,2025-03-01,Суми,Дніпро,Бізнес,272.31
mig_8125971,Person_289799,Жінка,18,2025-02-15,Дніпро,Суми,Сімейні обставини,272.31
mig_4112982,Person_610203,Чоловік,39,2025-01-27,Запоріжжя,Львів,Бізнес,844.46
mig_4846527,Person_323719,Чоловік,30,2025-03-05,Полтава,Донецьк,Навчання,295.97
mig_7410281,Person_220078,Жінка,27,2025-01-14,Суми,Одеса,Робота,576.11
mig_6070938,Person_450090,Чоловік,31,2025-04-10,Вінниця,Полтава,Покращення житлових умов,443.09
mig_3724378,Person_95388,Чоловік,47,2025-01-24,Суми,Полтава,Робота,147.81
mig_1147882,Person_845540,Чоловік,18,2025-02-12,Львів,Донецьк,Робота,1027.87
mig_3146214,Person_946255,Жінка,29,2025-03-27,Донецьк,Вінниця,Навчання,700.85
mig_6708844,Person_566438,Чоловік,23,2025-03-25,Одеса,Вінниця,Бізнес,349.26
mig_3846995,Person_394681,Чоловік,42,2025-03-24,Суми,Харків,Навчання,143.83
mig_7314850,Person_515815,Чоловік,18,2025-02-07,Полтава,Суми,Покращення житлових умов,147.81
mig_4480185,Person_539506,Чоловік,56,2025-03-06,Вінниця,Запоріжжя,Сімейні обставини,516.29
mig_1918009,Person_940306,Жінка,25,2025-01-28,Вінниця,Київ,Робота,200.43
mig_5661849,Person_321770,Жінка,49,2025-03-24,Вінниця,Донецьк,Робота,700.85
mig_1370667,Person_399138,Чоловік,48,2025-03-19,Суми,Дніпро,Робота,272.31
mig_1914890,Person_451801,Чоловік,35,2025-04-03,Суми,Полтава,Навчання,147.81
mig_2139589,Person_519217,Жінка,24,2025-01-25,Дніпро,Запоріжжя,Робота,69.94
mig_7395043,Person_656654,Жінка,32,2025-01-20,Полтава,Харків,Покращення житлових умов,129.02
mig_6368647,Person_897924,Жінка,33,2025-04-03,Запоріжжя,Одеса,Робота,367.19
mig_6029403,Person_207383,Жінка,18,2025-02-09,Запоріжжя,Дніпро,Робота,69.94
mig_4186733,Person_775730,Жінка,32,2025-02-08,Дніпро,Харків,Робота,190.64
mig_5601117,Person_411525,Чоловік,25,2025-04-07,Донецьк,Дніпро,Навчання,210.74
mig_1298814,Person_445360,Жінка,19,2025-03-18,Харків,Львів,Покращення житлових умов,875.45
mig_6771935,Person_517939,Жінка,27,2025-04-04,Запоріжжя,Одеса,Бізнес,367.19
mig_3011364,Person_758774,Чоловік,26,2025-01-27,Вінниця,Одеса,Сімейні обставини,349.26
mig_1995008,Person_623579,Чоловік,18,2025-03-17,Харків,Полтава,Сімейні обставини,129.02
mig_5452225,Person_154648,Чоловік,50,2025-03-25,Київ,Полтава,Навчання,304.13
mig_4162552,Person_136981,Жінка,20,2025-02-02,Львів,Донецьк,Навчання,1027.87
mig_8614867,Person_564568,Чоловік,26,2025-02-11,Дніпро,Вінниця,Покращення житлових умов,490.12
mig_6823485,Person_888932,Жінка,52,2025-02-18,Полтава,Донецьк,Бізнес,295.97
mig_6552262,Person_770627,Чоловік,30,2025-03-19,Дніпро,Полтава,Робота,130.09
mig_2880637,Person_803948,Жінка,24,2025-02-15,Одеса,Дніпро,Сімейні обставини,393.29
mig_7176691,Person_167212,Чоловік,28,2025-01-30,Полтава,Суми,Робота,147.81
mig_1879499,Person_84855,Жінка,52,2025-03-25,Суми,Одеса,Навчання,576.11
mig_3853712,Person_632696,Жінка,18,2025-03-18,Вінниця,Харків,Покращення житлових умов,567.04
mig_6103761,Person_509879,Чоловік,28,2025-03-03,Полтава,Київ,Особисті причини,304.13
mig_7429914,Person_993432,Жінка,23,2025-03-03,Полтава,Вінниця,Екологічні причини,443.09
mig_8330054,Person_320568,Чоловік,29,2025-01-14,Суми,Київ,Робота,306.35
mig_1448632,Person_916346,Жінка,47,2025-01-29,Полтава,Одеса,Навчання,447.93
mig_3351474,Person_475201,Чоловік,45,2025-02-22,Львів,Запоріжжя,Робота,844.46
